iso,umd_tree_cover_loss__year,,umd_tree_cover_loss__ha,umd_tree_cover_loss_from_fires__ha
SYR,2018,SYR2018,903.4288939,291.0783222
TCA,2018,TCA2018,36.12955169,8.583615163
TCD,2018,TCD2018,6931.783337,3.959277062
TGO,2018,TGO2018,6762.41939,0.381205215
THA,2018,THA2018,133517.4864,113.5843962
TJK,2018,TJK2018,0.180054465,0.180054465
TLS,2018,TLS2018,1243.674849,45.52751922
TTO,2018,TTO2018,947.239562,15.42443835
TUN,2018,TUN2018,905.0281452,558.5544912
TUR,2018,TUR2018,35668.33084,1756.867305
TWN,2018,TWN2018,1901.450375,7.764224613
TZA,2018,TZA2018,171703.4248,376.9783218
UGA,2018,UGA2018,86229.99575,7.14315354
UKR,2018,UKR2018,74423.76786,1942.816618
URY,2018,URY2018,19531.28668,447.561412
USA,2018,USA2018,2092360.696,545094.4193
UZB,2018,UZB2018,0.466104254,0
VCT,2018,VCT2018,17.01207724,0.749417315
VEN,2018,VEN2018,112166.2641,16919.65881
VGB,2018,VGB2018,6.212367641,1.608002234
VIR,2018,VIR2018,45.3920002,6.288923025
VNM,2018,VNM2018,225177.0536,1565.432036
VUT,2018,VUT2018,1031.350335,58.18877874
XAD,2018,XAD2018,1.652737397,0
XKO,2018,XKO2018,593.8940512,17.6668932
Z01,2018,Z012018,71.9539858,13.95987131
Z06,2018,Z062018,1.913853964,0.573043441
Z07,2018,Z072018,6865.772638,93.8700592
ZAF,2018,ZAF2018,63666.823,9109.285082
ZMB,2018,ZMB2018,143920.3408,387.1071696
ZNC,2018,ZNC2018,35.10801199,0
ZWE,2018,ZWE2018,6541.812114,30.35153586
AFG,2019,AFG2019,17.11506676,11.58490777
AGO,2019,AGO2019,175076.5208,749.2959454
ALA,2019,ALA2019,2361.250918,1.931752701
ALB,2019,ALB2019,1073.500349,321.0954263
AND,2019,AND2019,8.039982793,0
ARG,2019,ARG2019,145459.3897,8586.659392
ARM,2019,ARM2019,0.706427594,0.119992879
ATG,2019,ATG2019,23.41031011,6.552173266
AUS,2019,AUS2019,1661547.112,1526818.746
AUT,2019,AUT2019,33659.51035,33.2818697
AZE,2019,AZE2019,11.94976343,1.8774009
BDI,2019,BDI2019,2386.176225,0
BEL,2019,BEL2019,5577.118213,46.10589411
BEN,2019,BEN2019,773.1509205,0.076479544
BES,2019,BES2019,1.542565227,0
BFA,2019,BFA2019,0,0
BGD,2019,BGD2019,22078.75883,26.92801709
BGR,2019,BGR2019,4125.018881,39.86197542
BHS,2019,BHS2019,1557.773563,504.0445751
BIH,2019,BIH2019,1232.210397,54.07554297
BLR,2019,BLR2019,75048.52508,2339.149195
BLZ,2019,BLZ2019,18437.34927,4369.054417
BOL,2019,BOL2019,853555.9689,500665.4786
BRA,2019,BRA2019,2696542.179,448221.5998
BRB,2019,BRB2019,53.66338849,0.07495095
BRN,2019,BRN2019,1168.45755,168.1505102
BTN,2019,BTN2019,819.6537699,64.92061673
BWA,2019,BWA2019,0.072190667,0
CAF,2019,CAF2019,49026.61679,1557.766709
CAN,2019,CAN2019,2175716.168,1247216.407
CHE,2019,CHE2019,3518.020687,17.01459238
CHL,2019,CHL2019,78733.74084,8096.619986
CHN,2019,CHN2019,497026.8791,33421.33855
CIV,2019,CIV2019,242201.7711,101.8598694
CMR,2019,CMR2019,121799.821,358.4459926
COD,2019,COD2019,1220241.165,31411.21365
COG,2019,COG2019,73758.07862,2709.781747
COL,2019,COL2019,268476.5285,30637.27209
COM,2019,COM2019,280.497285,13.18636
CPV,2019,CPV2019,0.148670766,0
CRI,2019,CRI2019,11488.9624,1253.629604
CUB,2019,CUB2019,7463.608391,492.8862443
CUW,2019,CUW2019,2.181803208,0
CYM,2019,CYM2019,10.7603673,1.308834082
CYP,2019,CYP2019,43.45628982,10.07214031
CZE,2019,CZE2019,73288.68023,48.63542075
DEU,2019,DEU2019,108232.9097,848.8707152
DMA,2019,DMA2019,58.70914487,21.74578721
DNK,2019,DNK2019,9180.333627,61.47053029
DOM,2019,DOM2019,14930.91129,1787.889768
DZA,2019,DZA2019,6289.924955,3839.405154
ECU,2019,ECU2019,35715.29205,2997.568208
EGY,2019,EGY2019,20.90405681,0.857819921
ESP,2019,ESP2019,71021.86483,7617.312559
EST,2019,EST2019,45917.24581,124.897826
ETH,2019,ETH2019,25582.39839,30.07227436
FIN,2019,FIN2019,289910.434,659.5057097
FJI,2019,FJI2019,1455.840479,23.40574604
FRA,2019,FRA2019,81304.44768,3297.768365
GAB,2019,GAB2019,28561.01882,673.1469056
GBR,2019,GBR2019,28392.8829,215.8690974
GEO,2019,GEO2019,166.186344,1.764258214
GGY,2019,GGY2019,0.300821125,0
GHA,2019,GHA2019,88265.36798,13.68503664
GIN,2019,GIN2019,193689.9322,238.9906901
GLP,2019,GLP2019,70.26019323,5.84245826
GMB,2019,GMB2019,20.08557126,0
GNB,2019,GNB2019,15622.72825,12.06752777
GNQ,2019,GNQ2019,9526.095006,10.45821221
GRC,2019,GRC2019,7604.947201,3282.71459
GRD,2019,GRD2019,21.06297714,1.353389832
GTM,2019,GTM2019,90261.35709,21973.03019
GUF,2019,GUF2019,3297.925826,338.3373502
GUY,2019,GUY2019,22324.19466,7112.064862
HND,2019,HND2019,81415.85953,12571.1632
HRV,2019,HRV2019,5977.626809,52.54486197
HTI,2019,HTI2019,4395.440811,218.3337748
HUN,2019,HUN2019,14401.01238,6.617058915
IDN,2019,IDN2019,1176883.452,92147.46409
IMN,2019,IMN2019,39.41001703,4.545216064
IND,2019,IND2019,115903.91,922.3590352
IRL,2019,IRL2019,10354.22014,36.59620075
IRN,2019,IRN2019,144.056465,89.40466743
IRQ,2019,IRQ2019,0.062097214,0
ISR,2019,ISR2019,54.3579229,0.459735518
ITA,2019,ITA2019,59702.14653,1786.031211
JAM,2019,JAM2019,2292.155806,98.85768371
JOR,2019,JOR2019,0.587364468,0.261115083
JPN,2019,JPN2019,51380.50039,223.574367
KAZ,2019,KAZ2019,1281.725584,221.4928457
KEN,2019,KEN2019,15950.47571,138.5850548
KGZ,2019,KGZ2019,15.72676643,15.21147054
KHM,2019,KHM2019,143345.3339,834.726748
KNA,2019,KNA2019,8.903363912,0.367726707
KOR,2019,KOR2019,20730.84338,1289.245518
LAO,2019,LAO2019,364695.135,479.9247523
LBN,2019,LBN2019,389.8077873,86.66475005
LBR,2019,LBR2019,171765.618,1116.369726
LBY,2019,LBY2019,2.144342642,1.039807047
LCA,2019,LCA2019,21.89532865,0.74715781
LIE,2019,LIE2019,11.54441022,0.052762957
LKA,2019,LKA2019,10307.14289,111.9374171
LSO,2019,LSO2019,10.20990834,0
LTU,2019,LTU2019,24565.20458,56.80018134
LUX,2019,LUX2019,509.1976551,4.442310524
LVA,2019,LVA2019,57402.93058,335.9383759
MAF,2019,MAF2019,0.512603687,0
MAR,2019,MAR2019,1250.017486,388.5509596
MDA,2019,MDA2019,817.1594281,4.340221003
MDG,2019,MDG2019,254242.6652,23426.29394
MEX,2019,MEX2019,327305.4273,77118.95808
MKD,2019,MKD2019,1790.296992,114.8591146
MLI,2019,MLI2019,210.7572368,0
MMR,2019,MMR2019,309418.4582,1315.270901
MNE,2019,MNE2019,647.2366333,38.00323407
MNG,2019,MNG2019,2815.42297,2171.031078
MOZ,2019,MOZ2019,235664.2482,5874.270525
MRT,2019,MRT2019,0,0
MSR,2019,MSR2019,4.646877653,0.368862958
MTQ,2019,MTQ2019,60.54677783,1.639198865
MWI,2019,MWI2019,12149.38506,16.5635479
MYS,2019,MYS2019,395404.5843,6783.494602
MYT,2019,MYT2019,34.90639032,0.525474551
NAM,2019,NAM2019,1.96699586,0
NCL,2019,NCL2019,811.9701678,389.39686
NGA,2019,NGA2019,86895.12476,132.8916417
NIC,2019,NIC2019,77828.93452,5248.35363
NLD,2019,NLD2019,2481.473999,30.20917131
NOR,2019,NOR2019,64784.17206,903.1005658
NPL,2019,NPL2019,2086.960854,64.3501339
NZL,2019,NZL2019,71430.76197,1824.920473
PAK,2019,PAK2019,78.28540945,12.90415775
PAN,2019,PAN2019,34034.10983,3374.083306
PER,2019,PER2019,231172.9571,18088.7983
PHL,2019,PHL2019,64038.08109,1682.393566
PLW,2019,PLW2019,8.698362266,0.686704466
PNG,2019,PNG2019,95134.67482,2760.135354
POL,2019,POL2019,76721.07424,237.4379472
PRI,2019,PRI2019,695.0211409,29.65737252
PRK,2019,PRK2019,27491.95277,14098.08672
PRT,2019,PRT2019,36885.65736,7879.124651
PRY,2019,PRY2019,312985.8318,119672.1022
PSE,2019,PSE2019,0.262468546,0
ROU,2019,ROU2019,12266.12787,19.35302289
RUS,2019,RUS2019,3686557.282,2527823.728
RWA,2019,RWA2019,2516.139815,1.153267258
SDN,2019,SDN2019,56.39586824,0
SEN,2019,SEN2019,277.6400026,0.075044923
SGP,2019,SGP2019,287.9507581,11.99800362
SLB,2019,SLB2019,16550.67234,517.9873051
SLE,2019,SLE2019,175466.6884,481.8199593
SLV,2019,SLV2019,2249.158766,110.3514673
SMR,2019,SMR2019,0.501878942,0
SOM,2019,SOM2019,374.1389243,1.515428361
SPM,2019,SPM2019,0.636840375,0
SRB,2019,SRB2019,3962.211903,41.93838055
SSD,2019,SSD2019,3753.361798,15.80206891
SUR,2019,SUR2019,18454.11214,2794.471608
SVK,2019,SVK2019,10331.9582,7.687434274
SVN,2019,SVN2019,3444.440937,7.078390979
SWE,2019,SWE2019,332890.8043,4406.86964
SWZ,2019,SWZ2019,4116.629526,363.4584021
SYC,2019,SYC2019,0.835144715,0
SYR,2019,SYR2019,1176.520275,509.7273504
TCA,2019,TCA2019,17.24336371,2.861020806
TCD,2019,TCD2019,5058.926739,2.743555525
TGO,2019,TGO2019,5187.66425,1.60051229
THA,2019,THA2019,129770.7635,249.85009
TJK,2019,TJK2019,0.059565944,0
TLS,2019,TLS2019,1501.469835,60.03740411
TTO,2019,TTO2019,658.3583421,36.4865849
TUN,2019,TUN2019,573.5169096,215.0204686
TUR,2019,TUR2019,39117.93433,3832.768436
TWN,2019,TWN2019,1426.27424,7.571511908
TZA,2019,TZA2019,142771.0136,252.4057256
UGA,2019,UGA2019,63267.53283,2.768763869
UKR,2019,UKR2019,45143.77582,3038.452183
URY,2019,URY2019,14521.90104,144.0117446
USA,2019,USA2019,2109922.026,638551.6305
UZB,2019,UZB2019,17.63890152,0.811902786
VCT,2019,VCT2019,11.61693049,0.524618914
VEN,2019,VEN2019,140698.918,51882.21238
VGB,2019,VGB2019,0.876992089,0.073087212
VIR,2019,VIR2019,19.58205995,0.585962852
VNM,2019,VNM2019,216776.9139,2119.328937
VUT,2019,VUT2019,251.5703417,54.55481474
XAD,2019,XAD2019,1.398624172,0
XKO,2019,XKO2019,697.3994543,19.19197069
Z01,2019,Z012019,25.90482639,4.060079414
Z06,2019,Z062019,2.957675133,0.43678152
Z07,2019,Z072019,5224.692992,76.77240688
ZAF,2019,ZAF2019,76139.96713,17684.12872
ZMB,2019,ZMB2019,124579.737,1913.73426
ZNC,2019,ZNC2019,25.1274156,0
ZWE,2019,ZWE2019,11514.47863,216.2963636
AFG,2020,AFG2020,36.58230789,15.69776446
AGO,2020,AGO2020,247979.4434,498.6807989
AIA,2020,AIA2020,0.146329856,0
ALA,2020,ALA2020,673.4112875,1.774835166
ALB,2020,ALB2020,1116.970242,456.7143936
AND,2020,AND2020,27.49449199,0.171347543
ARG,2020,ARG2020,197404.201,42756.16647
ARM,2020,ARM2020,18.54296916,0.990458417
ATG,2020,ATG2020,15.23599394,0.147246112
AUS,2020,AUS2020,2356517.984,1957828.544
AUT,2020,AUT2020,25940.40816,123.372926
AZE,2020,AZE2020,22.77496149,1.874383138
BDI,2020,BDI2020,1856.851775,2.305390738
BEL,2020,BEL2020,5408.582107,21.85811616
BEN,2020,BEN2020,1603.047916,0.152743581
BES,2020,BES2020,9.697954706,0.734686369
BFA,2020,BFA2020,0,0
BGD,2020,BGD2020,21475.59138,64.37091411
BGR,2020,BGR2020,4795.214784,156.1652582
BHS,2020,BHS2020,2696.178497,986.2612192
BIH,2020,BIH2020,1842.180258,443.3938268
BLR,2020,BLR2020,68932.17552,862.9330098
BLZ,2020,BLZ2020,26721.58745,14208.61124
BOL,2020,BOL2020,428902.8643,170162.3335
BRA,2020,BRA2020,3290644.631,964158.2671
BRB,2020,BRB2020,22.10970874,0.149900628
BRN,2020,BRN2020,1166.427569,197.1532668
BTN,2020,BTN2020,1288.374488,54.11491833
BWA,2020,BWA2020,1.815258092,0
CAF,2020,CAF2020,55136.8311,2782.342941
CAN,2020,CAN2020,1195271.064,318476.4139
CHE,2020,CHE2020,3927.994575,17.58125343
CHL,2020,CHL2020,70568.25985,16189.81686
CHN,2020,CHN2020,422361.0693,25844.92388
CIV,2020,CIV2020,248549.6561,599.0190116
CMR,2020,CMR2020,202795.5154,1588.673599
COD,2020,COD2020,1310238.095,46190.71409
COG,2020,COG2020,64540.48509,4142.84576
COL,2020,COL2020,324203.0978,28454.69243
COM,2020,COM2020,265.5116203,10.99770007
CPV,2020,CPV2020,6.539437506,0
CRI,2020,CRI2020,8248.604918,957.1857975
CUB,2020,CUB2020,12618.45342,3376.340453
CUW,2020,CUW2020,1.9561277,0
CYM,2020,CYM2020,8.57770746,0.799826619
CYP,2020,CYP2020,33.19479004,17.99560276
CZE,2020,CZE2020,100267.3712,56.80902597
DEU,2020,DEU2020,186938.8613,462.4880302
DMA,2020,DMA2020,65.61122506,14.32605489
DNK,2020,DNK2020,3193.593482,8.850677413
DOM,2020,DOM2020,21441.30738,3480.938626
DZA,2020,DZA2020,13072.35704,10696.26978
ECU,2020,ECU2020,48963.23869,4557.2008
EGY,2020,EGY2020,18.13907617,0.264565192
ESP,2020,ESP2020,101988.1764,11175.58641
EST,2020,EST2020,36805.56905,151.6164781
ETH,2020,ETH2020,17980.78234,20.76975285
FIN,2020,FIN2020,254472.6003,654.6015388
FJI,2020,FJI2020,2066.832067,106.397988
FRA,2020,FRA2020,77745.73714,2518.470592
GAB,2020,GAB2020,22022.19705,349.0825181
GBR,2020,GBR2020,22836.27015,120.1107966
GEO,2020,GEO2020,222.153776,13.44820033
GGY,2020,GGY2020,0.201456082,0
GHA,2020,GHA2020,136613.3354,287.9155044
GIN,2020,GIN2020,178406.7087,517.5420016
GLP,2020,GLP2020,51.92330284,1.552970271
GMB,2020,GMB2020,9.892571436,0
GNB,2020,GNB2020,17107.80285,15.3783626
GNQ,2020,GNQ2020,4870.647003,11.76328535
GRC,2020,GRC2020,5427.825422,2105.193212
GRD,2020,GRD2020,18.43700219,0.526999221
GTM,2020,GTM2020,98561.32397,37503.79585
GUF,2020,GUF2020,4289.376692,470.9007314
GUY,2020,GUY2020,15769.97952,2954.245431
HND,2020,HND2020,93648.79185,19024.0989
HRV,2020,HRV2020,6051.72261,49.36558245
HTI,2020,HTI2020,3802.056739,212.5322295
HUN,2020,HUN2020,12016.30396,8.678030783
IDN,2020,IDN2020,961584.7972,79955.76075
IMN,2020,IMN2020,14.25881807,3.455443826
IND,2020,IND2020,130854.6034,1064.000781
IRL,2020,IRL2020,6212.890539,21.28012046
IRN,2020,IRN2020,20.19200929,4.048254764
ISR,2020,ISR2020,46.46654974,2.022942841
ITA,2020,ITA2020,28245.35677,1301.418276
JAM,2020,JAM2020,2169.745702,144.0398319
JEY,2020,JEY2020,0.303832121,0.101234333
JOR,2020,JOR2020,0.195794836,0.065307098
JPN,2020,JPN2020,48058.22141,238.6974066
KAZ,2020,KAZ2020,1853.267679,176.8606689
KEN,2020,KEN2020,19045.37284,87.89883582
KGZ,2020,KGZ2020,11.89814012,11.20866345
KHM,2020,KHM2020,143528.9885,700.8706975
KNA,2020,KNA2020,10.14993487,4.045444274
KOR,2020,KOR2020,20122.30411,1158.895108
LAO,2020,LAO2020,357519.4386,423.3166537
LBN,2020,LBN2020,473.0846457,186.9081278
LBR,2020,LBR2020,220121.9784,3202.309388
LBY,2020,LBY2020,0.780901056,0.780901056
LCA,2020,LCA2020,40.73259011,2.24155157
LIE,2020,LIE2020,3.214497264,0
LKA,2020,LKA2020,11215.99147,90.83115941
LSO,2020,LSO2020,16.13182197,0
LTU,2020,LTU2020,22970.5278,29.89083513
LUX,2020,LUX2020,654.5191887,0.548751242
LVA,2020,LVA2020,50462.78383,91.83462038
MAF,2020,MAF2020,1.611100141,0
MAR,2020,MAR2020,3620.779654,2362.027146
MDA,2020,MDA2020,1413.315172,11.73998733
MDG,2020,MDG2020,241112.0048,11844.30026
MEX,2020,MEX2020,299298.4496,86190.38773
MKD,2020,MKD2020,1856.137406,111.9452745
MLI,2020,MLI2020,148.847412,0
MMR,2020,MMR2020,310005.3815,1638.562566
MNE,2020,MNE2020,983.183856,190.5645461
MNG,2020,MNG2020,464.6175161,360.9480658
MOZ,2020,MOZ2020,232523.8453,3436.160219
MRT,2020,MRT2020,0,0
MSR,2020,MSR2020,2.21254264,0.368794451
MTQ,2020,MTQ2020,65.09517641,4.098520044
MWI,2020,MWI2020,16070.14046,16.66699624
MYS,2020,MYS2020,268775.0483,4546.082868
MYT,2020,MYT2020,166.7884906,4.203910813
NAM,2020,NAM2020,1.460983445,0
NCL,2020,NCL2020,4065.975496,2426.496848
NGA,2020,NGA2020,99199.51603,575.5329673
NIC,2020,NIC2020,111296.1294,28677.1975
NLD,2020,NLD2020,1921.808177,46.33174777
NOR,2020,NOR2020,68362.84822,727.9509784
NPL,2020,NPL2020,2232.811564,45.58713071
NZL,2020,NZL2020,60924.63257,1804.407486
PAK,2020,PAK2020,66.93545054,15.6017559
PAN,2020,PAN2020,27379.02438,2868.518829
PER,2020,PER2020,278604.0983,23701.28977
PHL,2020,PHL2020,63727.29574,1949.951421
PLW,2020,PLW2020,16.25437658,3.20593948
PNG,2020,PNG2020,78439.73414,2094.916912
POL,2020,POL2020,74958.85516,292.6822452
PRI,2020,PRI2020,680.7800017,19.39827081
PRK,2020,PRK2020,14775.41751,2917.269186
PRT,2020,PRT2020,62043.5131,16122.23863
PRY,2020,PRY2020,243326.2643,47453.53929
PSE,2020,PSE2020,0.261384861,0
ROU,2020,ROU2020,27445.4512,222.481444
RUS,2020,RUS2020,5442086.246,4091756.53
RWA,2020,RWA2020,3187.394015,15.07127201
SDN,2020,SDN2020,66.80291179,0
SEN,2020,SEN2020,758.458161,0.974351048
SGP,2020,SGP2020,165.1260948,8.767788358
SLB,2020,SLB2020,14598.9777,563.0363485
SLE,2020,SLE2020,154640.7445,673.0190702
SLV,2020,SLV2020,2208.125604,151.1506455
SOM,2020,SOM2020,154.5187799,0.995869137
SPM,2020,SPM2020,1.485938328,0
SRB,2020,SRB2020,4987.053401,173.1348549
SSD,2020,SSD2020,2326.226764,5.443326483
SUR,2020,SUR2020,15095.85337,1842.988088
SVK,2020,SVK2020,11947.85056,43.35443367
SVN,2020,SVN2020,3874.409409,22.44309911
SWE,2020,SWE2020,339968.3399,943.3571156
SWZ,2020,SWZ2020,2684.091136,27.26930581
SYR,2020,SYR2020,3037.67036,2198.074358
TCA,2020,TCA2020,34.41261375,4.86398248
TCD,2020,TCD2020,3433.489616,6.70502462
TGO,2020,TGO2020,5446.29695,0.762364978
THA,2020,THA2020,119391.7231,396.3844037
TJK,2020,TJK2020,0.427671354,0.2432743
TLS,2020,TLS2020,1459.020239,78.81616769
TTO,2020,TTO2020,859.9870257,43.69239483
TUN,2020,TUN2020,1062.227097,804.5617579
TUR,2020,TUR2020,45348.46361,4633.264924
TWN,2020,TWN2020,1461.499655,5.724266307
TZA,2020,TZA2020,186208.9547,330.583291
UGA,2020,UGA2020,73601.53458,8.460425156
UKR,2020,UKR2020,79461.17761,24551.0063
URY,2020,URY2020,12732.70047,268.1713344
USA,2020,USA2020,1966726.694,671142.4549
UZB,2020,UZB2020,3.18195055,0
VCT,2020,VCT2020,7.119596357,1.498961904
VEN,2020,VEN2020,139221.4084,35578.82211
VGB,2020,VGB2020,0.07308887,0
VIR,2020,VIR2020,14.00582781,0.366814814
VNM,2020,VNM2020,207647.8319,2015.758126
VUT,2020,VUT2020,3935.034108,119.2346897
XAD,2020,XAD2020,1.144118644,0
XKO,2020,XKO2020,970.6744749,86.72512261
Z01,2020,Z012020,41.27344476,2.058649062
Z06,2020,Z062020,2.266158024,0.686573713
Z07,2020,Z072020,6819.316782,100.3585462
ZAF,2020,ZAF2020,62247.23387,8743.386232
ZMB,2020,ZMB2020,162801.5894,215.8757934
ZNC,2020,ZNC2020,12.37025114,9.085245434
ZWE,2020,ZWE2020,6200.712494,153.4064472
AFG,2021,AFG2021,26.4824616,14.3614758
AGO,2021,AGO2021,298261.6844,1823.123834
AIA,2021,AIA2021,1.682781696,0
ALA,2021,ALA2021,1355.481821,1.350844963
ALB,2021,ALB2021,1685.677236,975.9950218
AND,2021,AND2021,2.224712977,0.228133594
ARG,2021,ARG2021,201896.3445,33626.58313
ARM,2021,ARM2021,4.964722322,0.174904035
ATG,2021,ATG2021,39.15892521,0.441483045
AUS,2021,AUS2021,261044.9559,132481.1188
AUT,2021,AUT2021,16650.64793,85.61544462
AZE,2021,AZE2021,85.22633726,2.478793186
BDI,2021,BDI2021,2272.251753,0.921570901
BEL,2021,BEL2021,9142.949797,66.54042869
BEN,2021,BEN2021,1699.540142,0.304492895
BES,2021,BES2021,0.225687472,0
BFA,2021,BFA2021,0,0
BGD,2021,BGD2021,17587.28243,34.27803102
BGR,2021,BGR2021,6684.012025,386.814712
BHS,2021,BHS2021,1548.743885,774.4597686
BIH,2021,BIH2021,1018.740783,114.4467369
BLR,2021,BLR2021,63478.93239,351.5152958
BLZ,2021,BLZ2021,9310.733757,1003.279403
BOL,2021,BOL2021,559588.6651,249159.438
BRA,2021,BRA2021,2990028.761,594112.9356
BRB,2021,BRB2021,17.2387927,0
BRN,2021,BRN2021,952.9305821,79.82751122
BTN,2021,BTN2021,1278.575893,89.62663064
BWA,2021,BWA2021,1.424780803,0
CAF,2021,CAF2021,67180.99666,4224.808668
CAN,2021,CAN2021,2524984.969,1608037.513
CHE,2021,CHE2021,3454.853212,25.58882893
CHL,2021,CHL2021,71609.98438,7076.485074
CHN,2021,CHN2021,536772.3665,23836.9072
CIV,2021,CIV2021,183272.2344,82.74410536
CMR,2021,CMR2021,168797.4174,673.2100142
COD,2021,COD2021,1248060.485,48259.88622
COG,2021,COG2021,58192.92151,3819.205103
COL,2021,COL2021,265160.6696,20501.57173
COM,2021,COM2021,164.5376841,7.299900451
CRI,2021,CRI2021,7850.736683,700.3891548
CUB,2021,CUB2021,9720.833319,2250.740162
CUW,2021,CUW2021,4.063811762,0.150529277
CYM,2021,CYM2021,10.10522126,0.94527946
CYP,2021,CYP2021,642.8700344,633.4228853
CZE,2021,CZE2021,56298.10272,75.9898494
DEU,2021,DEU2021,202277.2044,475.500505
DMA,2021,DMA2021,30.35926319,5.492616513
DNK,2021,DNK2021,4795.048928,38.07712246
DOM,2021,DOM2021,14182.34201,1032.835209
DZA,2021,DZA2021,20471.65253,18291.86552
ECU,2021,ECU2021,30367.76456,3531.92539
EGY,2021,EGY2021,17.81208131,0.066547783
ERI,2021,ERI2021,0,0
ESP,2021,ESP2021,85791.95742,16110.10703
EST,2021,EST2021,34004.18103,126.7641919
ETH,2021,ETH2021,19751.43828,33.50709394
FIN,2021,FIN2021,266899.1544,812.3113989
FJI,2021,FJI2021,7198.685578,498.7178823
FRA,2021,FRA2021,112885.769,3507.696494
GAB,2021,GAB2021,18317.62965,220.6180228
GBR,2021,GBR2021,26216.31796,118.7591372
GEO,2021,GEO2021,420.2624458,27.43449995
GGY,2021,GGY2021,1.10826138,0.60431637
GHA,2021,GHA2021,101414.0849,55.92311102
GIN,2021,GIN2021,167376.67,437.7660359
GLP,2021,GLP2021,67.73279767,0.962760495
GMB,2021,GMB2021,19.0373595,0
GNB,2021,GNB2021,13684.85412,12.21660541
GNQ,2021,GNQ2021,8905.527156,32.27323672
GRC,2021,GRC2021,49038.51904,45375.9772
GRD,2021,GRD2021,15.95471226,6.02018496
GTM,2021,GTM2021,49898.31212,6177.362743
GUF,2021,GUF2021,2205.032998,213.1672509
GUY,2021,GUY2021,9536.767133,633.0157042
HND,2021,HND2021,69498.32169,8384.618107
HRV,2021,HRV2021,5264.326697,16.41640352
HTI,2021,HTI2021,2413.744533,215.2783156
HUN,2021,HUN2021,13757.12354,17.49293438
IDN,2021,IDN2021,841390.1613,28663.3809
IMN,2021,IMN2021,27.96447585,0.63474782
IND,2021,IND2021,125753.2288,736.8302997
IRL,2021,IRL2021,8779.289064,63.33722047
IRN,2021,IRN2021,20.99845652,1.916313304
ISR,2021,ISR2021,28.61547411,6.610095576
ITA,2021,ITA2021,28263.21656,6299.310043
JAM,2021,JAM2021,1485.24724,48.22271441
JEY,2021,JEY2021,3.24072188,0.910929146
JPN,2021,JPN2021,48455.13021,139.8804531
KAZ,2021,KAZ2021,718.4090624,143.21614
KEN,2021,KEN2021,7564.303537,69.52740727
KGZ,2021,KGZ2021,17.53534597,17.13530006
KHM,2021,KHM2021,144262.6434,539.0613368
KNA,2021,KNA2021,9.416269064,0.515122501
KOR,2021,KOR2021,17342.12788,421.766373
LAO,2021,LAO2021,317562.594,459.9792054
LBN,2021,LBN2021,672.6176721,424.8362547
LBR,2021,LBR2021,129838.011,1058.619559
LBY,2021,LBY2021,0.519608961,0.129931006
LCA,2021,LCA2021,34.60395207,1.569874353
LIE,2021,LIE2021,0.632270561,0
LKA,2021,LKA2021,13296.08743,116.3762659
LSO,2021,LSO2021,16.91761748,0
LTU,2021,LTU2021,22633.62891,61.6299052
LUX,2021,LUX2021,1054.629058,3.55237635
LVA,2021,LVA2021,48422.14873,98.18451313
MAF,2021,MAF2021,2.123582321,0
MAR,2021,MAR2021,1538.462118,583.8633874
MDA,2021,MDA2021,1130.887987,26.33821724
MDG,2021,MDG2021,234879.8206,18527.89954
MEX,2021,MEX2021,189046.4021,41211.51425
MKD,2021,MKD2021,2304.283069,1057.524781
MLI,2021,MLI2021,130.3092423,0
MMR,2021,MMR2021,304151.4553,1502.909125
MNE,2021,MNE2021,507.7594136,88.9298907
MNG,2021,MNG2021,186.6896926,103.9572197
MOZ,2021,MOZ2021,278084.3729,1939.021548
MRT,2021,MRT2021,0,0
MSR,2021,MSR2021,2.507342792,0.073739561
MTQ,2021,MTQ2021,43.55235253,0.148933582
MWI,2021,MWI2021,16582.62201,24.01298206
MYS,2021,MYS2021,277597.3145,3335.580103
MYT,2021,MYT2021,63.72506182,1.200845476
NAM,2021,NAM2021,5.033232637,0
NCL,2021,NCL2021,656.2899234,329.9519645
NER,2021,NER2021,0,0
NGA,2021,NGA2021,97193.20236,178.3247637
NIC,2021,NIC2021,91835.34073,16545.1472
NLD,2021,NLD2021,2456.722222,54.71905896
NOR,2021,NOR2021,63937.47452,501.9982352
NPL,2021,NPL2021,2752.510133,198.229738
NZL,2021,NZL2021,66243.06795,1559.758533
PAK,2021,PAK2021,57.29336735,18.85744946
PAN,2021,PAN2021,24431.46189,1908.319889
PER,2021,PER2021,225105.7505,25807.77679
PHL,2021,PHL2021,48882.8247,1102.759492
PLW,2021,PLW2021,3.280796891,0
PNG,2021,PNG2021,76611.95401,3292.44953
POL,2021,POL2021,77567.84189,377.3213059
PRI,2021,PRI2021,690.9724485,9.876501524
PRK,2021,PRK2021,13742.2132,760.9838622
PRT,2021,PRT2021,37224.04051,4217.624552
PRY,2021,PRY2021,276715.9688,48071.0922
ROU,2021,ROU2021,14699.91001,43.16084887
RUS,2021,RUS2021,6518851.437,5359431.788
RWA,2021,RWA2021,2922.362288,6.765501537
SDN,2021,SDN2021,50.32012087,0
SEN,2021,SEN2021,176.6263064,0
SGP,2021,SGP2021,200.9646094,0.769092571
SLB,2021,SLB2021,11999.4918,480.6153665
