"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"GGY",2001,1.91535607129340291,485.655078602925418
"GHA",2001,43675.47233939380883557,17958339.1829409488396112
"GIB",2001,0.3745712739366319,90.40245851420244
"GIN",2001,18571.44958359501912803,7425136.584311312500839
"GLP",2001,320.70238556614370906,127433.362546444223982
"GMB",2001,3.29742186304958791,3328.595366282333293
"GNB",2001,2362.15302834531721293,787524.3439981835966379
"GNQ",2001,3585.41910016672464538,2258577.890511304333268
"GRC",2001,12616.998049754949986950,2498293.7380604266607902
"GRD",2001,32.81085886816514923,18952.097270428770615
"GTM",2001,53315.18158539134767998,23364079.70041223443089894
"GUF",2001,3033.28774855398502237,2303321.870928773076736
"GUY",2001,10039.86776092214393651,5890029.9529215316064777
"HND",2001,42379.94941974563196469,18878538.4102387300859835
"HRV",2001,3378.489603634509468981,1127779.7250253257014403
"HTI",2001,2468.75598673116955926,918633.4717694446234244
"HUN",2001,7522.577033364131050756,2598518.977007068842632
"IDN",2001,744083.99651722354655043,503083288.45620396539289031
"IMN",2001,31.95087523351562635,9301.469077697255648
"IND",2001,56791.85424597836293570,31996637.12033198926263618
"IRL",2001,9552.512807336441548305,4383909.8016390237263433
"IRN",2001,332.422265982355861723,88436.162854560596110
"IRQ",2001,16.02663641701605904,4706.13787057511845275
"ISR",2001,145.96523805449433894,35112.1722489024221825
"ITA",2001,9870.964425160989882735,2689954.33077312669797075
"JAM",2001,1246.24152332716042760,648660.924671736372400
"JEY",2001,7.39267774111545154,2792.46681947165454
"JOR",2001,0.52202803109049483,128.814873142180796
"JPN",2001,23977.467445686330037966,9156851.8500401730246177
"KAZ",2001,4534.702741323652955984,1100963.54046684724927776
"KEN",2001,19027.36486058323592300,9216298.880362169221786
"KGZ",2001,589.16802347509331195,142541.3653439731302395
"KHM",2001,28491.21508871435105472,15120620.61633921104612403
"KNA",2001,45.46259560028863022,20433.545925472410612
"KOR",2001,5504.162505330815094851,1413778.32705777820786913
"LAO",2001,36460.46615890682126935,20305056.31704289093409795
"LBN",2001,299.34061433848416211,79312.1502125478846931
"LBR",2001,29185.51738705362630507,14076278.839270447053334
"LBY",2001,17.15270151697374130,3182.80634091849889996
"LCA",2001,31.08046320850477093,15775.458087300800381
"LIE",2001,3.37131686080512177,1778.636892663602173
"LKA",2001,3759.66320227436435030,1577358.03016039757392715
"LSO",2001,1.14005213082573787,391.979412053240234
"LTU",2001,7961.644146706061200028,2081090.7371196585871505
"LUX",2001,68.609691967322056955,30911.6643930045507356
"LVA",2001,24907.664372988698434608,6240980.076892787407483
"MAF",2001,2.12365598472005218,669.645531349938667
"MAR",2001,1868.28860588490699141,491698.6561899381770037
"MDA",2001,146.688060726388888266,37862.701058447100765
"MDG",2001,86956.83269885369752323,46537171.221811277348301
"MDV",2001,4.74348726237535281,377.41343819230577
"MEX",2001,158266.73427295031638936,55114705.17354737264117159
"MKD",2001,2059.979440967679133649,615484.7558037036115973
"MLI",2001,347.87068810634844149,171865.239265559306929
"MLT",2001,1.25191253759982637,302.599881891012626
"MMR",2001,44804.16511689681357157,25293842.59221186793733617
"MNE",2001,858.606413459140647661,339319.904461284796042
"MNG",2001,21056.671996221671661513,4749498.6189456083382396
"MOZ",2001,60941.27305098604270514,20783025.83306370222169726
"MRT",2001,31.8384353674479,8688.332079095855
"MSR",2001,7.07855530550021665,3141.908257744482394
"MTQ",2001,192.96524826149412937,95613.374836232607926
"MUS",2001,156.58138352473958983,94862.779450122626146
"MWI",2001,2492.34944536445006660,987276.3957583309388852
"MYS",2001,332805.95814527527202336,134301302.81846544942173766
"MYT",2001,31.30269366676487143,16801.005893201280613
"NAM",2001,417.80611973037950241,97079.820362907989880
"NCL",2001,697.92109943515168726,269614.580565547801970
"NER",2001,0.1501956647981771,25.598531300873628
"NGA",2001,43386.41817660067986687,15242038.2356812286406839
"NIC",2001,44088.63091302253347097,21190743.2781751898445583
"NLD",2001,736.421623385082490149,267446.65478241744454973
"NOR",2001,22445.901391821815157628,4566932.7786853569209505
"NPL",2001,1523.19475188062397630,919665.74128284651705863
"NZL",2001,50528.236804498114037813,21180797.1850814823143925
"PAK",2001,191.30222953989367019,63629.0052888185332065
"PAN",2001,18267.61205457626475922,9853245.8079846755241289
"PER",2001,86007.33957555153006198,54543256.02429026226902765
"PHL",2001,35165.04252702287089622,20779324.97552436756443078
"PLW",2001,52.11206111851318576,37078.772712684414989
"PNG",2001,36004.98263294593094153,26106380.29942692995629547
"POL",2001,19066.052381695926101731,5502367.6702688950359513
"PRI",2001,1252.36223113046428615,564119.974323387723871
"PRK",2001,11944.804957318762932954,2797474.0473835986200921
"PRT",2001,24404.852393009400245423,6238824.59825735441803876
"PRY",2001,150236.62182716879065422,37588477.6417806171280442
"PSE",2001,2.21930227762912336,513.9163953701625875
"REU",2001,28.61721413183485416,17148.062165246674645
"ROU",2001,17535.314027061546777034,6779037.242904652845008
"RUS",2001,1826603.242144336744410429,295423570.22651601641955597
"RWA",2001,1516.76632078318521055,606077.399213189921586
"SDN",2001,26.94295315939506592,8494.337069982611325
