"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"LIE",2006,10.597822658342015009,4957.042242247395682
"LKA",2006,7730.54973408952037105,3282592.001920803875633
"LSO",2006,2.42562026555989606,979.102019167672561
"LTU",2006,17449.683565302299777905,5099311.2374099916557619
"LUX",2006,366.03880502018885138,186467.2179809493751347
"LVA",2006,38893.546593491485025115,11011253.9681239163690848
"MAF",2006,2.63631961086805651,894.46422081091490
"MAR",2006,2221.77691956246970885,545240.8552040008542402
"MDA",2006,173.201520998140193393,52452.160036305570096
"MDG",2006,71033.96436595270132782,29957622.5677350369119059
"MDV",2006,3.90637808132500553,144.8730569208301
"MEX",2006,179069.86234706696753651,60451232.90023628435702497
"MKD",2006,2042.132596786783608455,814963.330096258068356
"MLI",2006,103.70893658620879131,36459.758684376540733
"MLT",2006,0.62588531298828134,161.50882301148184
"MMR",2006,127463.91298219545610787,69689194.6516546772980002
"MNE",2006,175.546173954268679540,76265.778245114640985
"MNG",2006,13249.116107583917443221,4110423.01228871273246287
"MOZ",2006,172242.18860220308270920,60738627.532618863849713
"MSR",2006,12.61260458222981683,6398.723658086129889
"MTQ",2006,91.17823278163628448,44231.985563635863449
"MUS",2006,142.48742232737737184,72871.528160232574640
"MWI",2006,5550.89159952572674486,2401126.013966199336987
"MYS",2006,334526.36762211429782456,210168278.0963656498770399
"MYT",2006,41.58675273683322848,21911.998547496720812
"NAM",2006,17.48163489914822143,3947.281076028772805
"NCL",2006,2134.53256070192458270,633792.812333213399056
"NGA",2006,26167.55795023748824672,10225854.073544421856500
"NIC",2006,38865.33338487141432518,20808008.182485601515966
"NLD",2006,1482.444763974682626519,575430.8663422017119626
"NOR",2006,40648.582806699377509607,9307045.21325530820075964
"NPL",2006,3255.01002893068958460,1873858.135137931990846
"NZL",2006,61671.661691168579183765,31444864.913308157698141
"PAK",2006,1261.46270873597367440,326643.336706273824850
"PAN",2006,34343.17076394136641938,18379998.7224535036596855
"PER",2006,88903.37225671217765346,57184647.0223608418446450
"PHL",2006,57428.23053394605279375,34607164.0331492488416792
"PLW",2006,34.86713968914605024,26458.524985310397728
"PNG",2006,56388.02131165486404719,41757069.8503194326905240
"POL",2006,37680.387082183553174578,12287971.2833613688167875
"PRI",2006,1242.99838644744451090,616280.338672304926984
"PRK",2006,12578.180796400924941826,3789023.8091844797985066
"PRT",2006,42566.662789591711057296,12444493.3609583239226302
"PRY",2006,148254.84893566083211029,36257176.512452095174066
"PSE",2006,0.72341552840820317,196.521862320340147
"REU",2006,628.96842887293029415,353200.066746543470016
"ROU",2006,13066.517945534885435999,5778513.6463763185189818
"RUS",2006,2233421.040190382068082117,386748260.3614734295787704
"RWA",2006,745.53289974647512110,330205.922634329491863
"SDN",2006,4.15066451376302098,1381.333823379617789
"SEN",2006,41.24825584623969095,18911.848590114589861
"SGP",2006,56.06806504195131712,23682.6439777177572284
"SLB",2006,5068.26650839652748985,3769178.3475809207651495
"SLE",2006,28525.92839565437711854,12664689.483225862970994
"SLV",2006,4604.38954494836856643,1916287.634812602737802
"SOM",2006,118.51669685402152521,25203.463351136302262
"SRB",2006,1891.440364297567127792,829721.522158542839485
"SSD",2006,8963.22134416302901401,2420045.663867321053627
"SUR",2006,3404.35021551391565622,2427269.101960064140472
"SVK",2006,8022.659824348385024034,3598699.1838514034165225
"SVN",2006,1248.095435345003781755,593517.371380188524558
"SWE",2006,249126.035909422618310797,54299661.7433308456295726
"SWZ",2006,9431.19359251214596515,6059628.123874831675631
"SXM",2006,2.27071644573025188,583.29421228712795
"SYC",2006,0.15181821660373265,0.0
"SYR",2006,280.75155734028444495,57660.9178599576877389
"TCA",2006,4.57794586605360241,996.850351111012352
"TCD",2006,2981.89700906929994087,863734.376908955519297
"TGO",2006,1686.04668558799628717,533857.488535231576101
"THA",2006,99799.77934865632191985,55307163.2972316206333110
"TJK",2006,19.433076637033421806,5557.9651329673144539
"TKM",2006,13.62915282632378679,3783.0004615415055392
"TLS",2006,2928.94004943638626805,1733222.108388167605158
"TTO",2006,1755.82523587489729543,879899.054395049836956
"TUN",2006,353.797448972482628880,96158.8171864284975575
"TUR",2006,25884.765420736260746402,6346024.6451292987882348
"TWN",2006,2076.72250226347207130,1162326.8104294360556723
"TZA",2006,85294.78054405464888577,26918262.076064615632463
"UGA",2006,28448.35168037241375693,11735592.952136278639300
"UKR",2006,42130.056621223296515813,14294251.5894706899603266
"UMI",2006,0.07309477526367188,0.0
"URY",2006,21039.55504514363016372,7472904.7448541630554776
"USA",2006,2605853.075375097941843964,858305440.56922397293078484
"UZB",2006,53.079675285360246116,13382.62780246089817191
"VCT",2006,10.49410676333822162,5829.798569505190196
"VEN",2006,85504.32672710068396732,35334993.6936365453906997
"VGB",2006,2.77711908890733522,1235.502847048632635
"VIR",2006,73.80593740280057344,31279.179573488887690
"VNM",2006,78782.15638303356974105,44889934.2226540974601435
"VUT",2006,219.12138676982428079,116612.242830202243466
"XAD",2006,4.19551466298611039,1222.947617628396147
"XKO",2006,519.987044479457322486,232913.412490358776417
"Z01",2006,519.47770250229795566,238521.512427224329105
"Z06",2006,83.85740092705729276,35180.10691223348199
"Z07",2006,5879.24539076959459130,3339342.6438798378832749
"ZAF",2006,104943.81919914977962471,62185420.6438406362550450
"ZMB",2006,40469.49961807164438169,14249544.101027505265608
"ZNC",2006,31.78774248882378305,8934.727436448090455
"ZWE",2006,14875.46938120289376142,7127279.670287057094024
"AFG",2007,252.841662036967268036,41092.07447913887980
"AGO",2007,145288.22409121505668689,49525640.262602652350484
"AIA",2007,8.63554887017035876,2009.35920660557938
"ALA",2007,247.90735156237830142,54324.964347549896194
"ALB",2007,5222.197640269955919505,1729900.236958982379928
"AND",2007,2.16905929217881935,1087.37758649425187
"ARG",2007,425335.867280388247523944,86998552.9973582154620281
"ARM",2007,54.536415663485252234,17397.5647652704138854
"ATG",2007,37.15782874045681972,11913.88197169045808
"AUS",2007,372723.427915718804166170,78773114.50664812092879148
"AUT",2007,31682.394408638361730030,15522592.3160573247831295
"AZE",2007,507.557225265028163644,144451.017591051714432
"BDI",2007,1861.76371292242120492,703181.337836761281985
"BEL",2007,5984.993208573222778287,3052386.7321914413113040
"BEN",2007,4644.85870691415688831,1489947.000525320224404
"BES",2007,0.66091671439344622,121.22998043508483
"BFA",2007,2.86808460587185333,9114.756197541093071
"BGD",2007,3995.38170608211984803,2127380.928723367723450
"BGR",2007,9557.110024258356602868,3350100.0854250888338014
"BHS",2007,604.80767160369422776,158125.7069711413760835
"BIH",2007,2681.522458507567459808,827390.632045733152874
"BLR",2007,32656.703206479356094893,10320371.9643057503088889
"BLZ",2007,12309.86907744030210226,5241224.853506560899633
"BOL",2007,189943.26089638323108479,89498860.6730336473323685
"BRA",2007,2621699.45100046010999055,1273228936.4120256499520995
"BRB",2007,31.62823710090658450,11465.839258582166131
"BRN",2007,1564.83281504783924777,978208.591458506419920
"BTN",2007,508.35788952371419233,297023.0986978720579845
"BWA",2007,33.55963859119249192,7178.461175644604258
"CAF",2007,37308.15625985523539333,18427789.4735512314852586
"CAN",2007,2117899.418224431695548201,758860174.6615155794634891
"CHE",2007,1852.248015221751606368,950223.71257688632072815
"CHL",2007,121642.384699871968029911,44427282.7011463429925683
"CHN",2007,653049.831540060604642592,301643572.5688374889922689
"CIV",2007,90875.75714675835938346,38525801.423598557970826
"CMR",2007,45916.51184510484622253,25270219.403314225288095
"COD",2007,462776.03638964620269677,276990328.336525533345152
"COG",2007,29764.68775926630656153,16401975.973941896838470
"COL",2007,269028.66517822854408963,147856573.5269311031850805
"COM",2007,77.72839324684081441,41806.914646179939357
"CPV",2007,1.1835423629242623,0.0
"CRI",2007,11464.46280983819309722,6071987.537804062537606
"CUB",2007,7873.76079835750126220,2516055.8898684317396078
"CUW",2007,4.21289018005696440,1109.008654920230735
"CYM",2007,17.86412730716146121,5365.403656005533518
"CYP",2007,778.23927838075028158,134609.8551334945576480
"CZE",2007,21324.551974388803512270,9849319.362138164951070
"DEU",2007,93220.690592442132782896,46905151.4147704548736979
"DMA",2007,40.30000140911838555,23036.290610537656437
"DNK",2007,4381.407303646207430678,1291463.8310951449638999
"DOM",2007,16059.49897309219643108,6856561.024158502768197
"DZA",2007,5199.636482684374658370,982184.97975707090727273
"ECU",2007,60591.12153159190787543,34948961.171141132982097
"EGY",2007,78.27013988799045955,31840.662752661924926
"ESP",2007,60256.377765210763207324,22057854.0290931978440990
"EST",2007,16188.672523832687091963,4280630.2298739306826988
"ETH",2007,25608.57311327880738711,12873795.031429046307997
"FIN",2007,151914.877908359626074106,32137881.9168610919493701
"FJI",2007,2148.39321836769657844,1108189.074906039067470
"FRA",2007,49246.222930851232602600,22379664.5772077727350708
"GAB",2007,16501.47574793807513491,9752888.083453953331849
"GBR",2007,31214.713323228108787891,12466885.2002744782187833
"GEO",2007,992.446000077695340137,343618.9319001147966678
"GHA",2007,40183.87922056412343124,18522074.044286124910880
"GIN",2007,33821.27135082504056633,13946804.087492456174372
"GLP",2007,158.30311890426702907,67869.458812045840954
"GMB",2007,49.60546797636610258,13699.078456556757508
"GNB",2007,6044.02762128895961244,2136749.775764791975805
"GNQ",2007,3141.60414535595073967,1839668.903070438084661
"GRC",2007,46064.152983471279993537,7243553.5733513239055928
"GRD",2007,67.81289337326606214,39290.597474011632826
"GTM",2007,126476.15506897717360872,58586581.8598928287909231
"GUF",2007,3328.10883444342053960,2517893.416246469599056
"GUY",2007,5249.63189160969338567,3399144.055124039429045
"HND",2007,42412.83073001498239301,20146203.968222331972715
"HRV",2007,3237.057781407135462355,1316888.81441302595437646
"HTI",2007,2077.13860400319410102,851874.394210140814347
"HUN",2007,9360.749328910868357152,3553354.9306064866026098
"IDN",2007,1387620.76708362934925759,1175307638.6484741472042878
"IMN",2007,60.77676924526044007,18377.843337193131804
"IND",2007,67730.81495968732178014,36558490.3842444070515517
"IRL",2007,11688.260499550483661833,5518657.9299832796953101
"IRN",2007,131.059276322434898006,33672.7178080706183296
"IRQ",2007,10.328544856586371774,3647.427806772726606
"ISR",2007,47.96047012410915677,12382.148146453395885
"ITA",2007,11588.997407248031964989,3417731.1627390817916292
"JAM",2007,1269.91525929929806892,664730.215605113259541
"JOR",2007,0.3919256967480469,51.456837363615581
"JPN",2007,45585.658028455052390246,19442917.6874688148291034
"KAZ",2007,4605.437639402066857185,1072482.9672294256801198
"KEN",2007,26103.03703849441228255,13103509.678810975805984
"KGZ",2007,107.371652485162813706,24668.1790992990967959
"KHM",2007,77701.67995060870378753,43594388.121403863572208
"KNA",2007,12.28689484910264815,6108.195334230335231
"KOR",2007,8096.768223149312817368,2403549.4159393291617448
"LAO",2007,132976.31182366885461606,73870288.2221711256942475
"LBN",2007,272.96596107955291489,62758.366301656588657
"LBR",2007,44282.15872016472404416,23111126.108293019928051
"LBY",2007,4.29091529814561666,918.978299453398699
"LCA",2007,48.57569600165418586,25736.571440623998549
"LIE",2007,8.4339320166341146,4614.15323966455115
"LKA",2007,10241.89610896727177470,3852633.6351692961690058
"LSO",2007,3.01869057673611103,1001.18554892228860
"LTU",2007,16036.704996491357250656,4868026.4699023316963595
"LUX",2007,502.232574656069922124,264446.704283702816331
"LVA",2007,36128.752470417219957974,10494618.799572377020545
"MAF",2007,2.70954501246744798,865.162962215253536
"MAR",2007,2513.07049537886862075,699458.6603316337688672
"MDA",2007,236.262822165666240405,69138.919860641254729
"MDG",2007,188580.01678199273260965,94330841.732463856533389
"MDV",2007,6.19346760023498538,222.028648469332813
"MEX",2007,218643.14166568847768428,83814775.93585808038370255
"MKD",2007,3862.806465321811570865,1117587.335784994880468
"MLI",2007,125.08522385789604422,43608.549577343289842
"MLT",2007,0.81383764453125006,224.28295134849244
"MMR",2007,146598.38980402391133795,82284241.8655334723519381
"MNE",2007,1051.538550426604113818,377884.465690523248458
"MNG",2007,48081.603562089105280531,6807901.26926531649563276
"MOZ",2007,138504.90419819685893347,46880043.059411436691910
"MSR",2007,10.47386602865342930,4340.555645955759096
"MTQ",2007,155.67514304319499871,81167.957393366800991
"MUS",2007,131.71048106381727691,68926.082135588291038
"MWI",2007,7493.24837273084362913,3119257.605043537293144
"MYS",2007,405691.79302861868551691,272669094.050915480037199
"MYT",2007,20.04483602257812797,10948.93277238480236
"NAM",2007,81.17665897174261003,15218.033972546263213
"NCL",2007,975.11347330660342171,364696.885159336468069
"NER",2007,0.07517093559895834,16.66103179148857
"NGA",2007,24572.68286832743632001,10101695.366055821786184
"NIC",2007,88477.77613624513016540,49309595.838715666819441
"NLD",2007,1646.044963282238979938,672347.472306762124103
"NOR",2007,31841.200331921668199395,7522835.7762455825512373
"NPL",2007,3465.50226913828232537,2011282.0229892538653756
"NZL",2007,62643.220216929462023329,32463960.089108873402095
"PAK",2007,1083.75136026067084879,266685.0002960340774037
"PAN",2007,20657.62106836029035158,11228079.088705193203379
"PER",2007,115718.08094816579997203,73795210.000065320103418
"PHL",2007,66497.03977655593296715,40203189.660561307387690
"PLW",2007,90.71366142321858541,65555.862157958643132
"PNG",2007,49160.77644587483001769,37029112.210285035876908
"POL",2007,57310.550569621392236838,19744168.8801057752520387
"PRI",2007,1037.45105638170898950,505889.616034202133771
"PRK",2007,13288.329847306683726478,3958680.503212502555442
"PRT",2007,36321.995905753260586159,12143042.8304939992501749
"PRY",2007,426191.28654552681237272,102229525.393948787380644
"PSE",2007,1.17988217136935767,334.687946679896222
"ROU",2007,38081.765453967408837022,16573332.476973327069054
"RUS",2007,2338922.831556211849392115,442230295.8690250295824065
"RWA",2007,1429.97672936732882055,645365.122454978364294
"SDN",2007,184.9207849259211358,51942.355210541612924
"SEN",2007,172.32132610701824104,70019.6872799601487726
"SGP",2007,74.44906843084171216,27030.782804212651892
"SLB",2007,5665.38981761837529621,4216470.227128383700851
"SLE",2007,21878.47752794344651161,10150774.800662045433826
"SLV",2007,2984.30827740898930842,1320354.119398444390264
"SMR",2007,0.8922185438650174,218.72120670363933
"SOM",2007,270.58776249335281701,54923.548018479493936
"SPM",2007,0.21181738055555557,0.0
"SRB",2007,2254.056465011240135750,902033.069439941916798
"SSD",2007,9523.45637468164966002,2792570.573644332454360
"SUR",2007,3625.82797748385774226,2594581.641140477317587
"SVK",2007,9485.617115487997317487,4440672.8975315261197860
"SVN",2007,2099.799618366797779614,996599.465068316557199
"SWE",2007,182858.110481367313720590,41207961.3053855390585161
"SWZ",2007,6469.37108747374474399,4607217.484190362044251
"SXM",2007,5.42039527814453120,1455.635791879984126
"SYR",2007,1577.36214372184095115,294138.920865273466873
"TCA",2007,73.54047559605248973,16425.764059543093143
"TCD",2007,1001.07737120784433667,282666.159337640818710
"TGO",2007,3179.57811512974352706,1147216.576114249490926
"THA",2007,92616.93247653052210643,51572010.6120623414718389
"TJK",2007,14.039993399717883284,3875.1373445371929395
"TKM",2007,37.8076880504275190,10095.00770453053614
"TLS",2007,1556.12963303396730939,911667.536097698108415
"TTO",2007,1108.58661231665951418,595768.272708815643226
"TUN",2007,878.480331185896165965,233017.6179915106234437
"TUR",2007,25344.020942960118636314,6554115.4120686739320320
"TWN",2007,1729.67014367837384089,956793.766732382174272
"TZA",2007,121682.54982830869073959,40811435.647524430690426
"UGA",2007,36627.10872312988824347,17026342.636072296393935
"UKR",2007,64266.591846403701148308,24552354.2975169775942395
"URY",2007,21548.92797963642425257,8277082.840159124144654
"USA",2007,2435114.855212383778860936,862752976.0375231451747321
"UZB",2007,43.11389129414930927,11541.4980109124218083
"VCT",2007,23.15694366338270512,12862.52459620820313
"VEN",2007,114340.29575607809344449,49119698.148530934974130
"VGB",2007,6.13866634203776116,2494.16281738252247
"VIR",2007,25.06351792785156467,10812.130648378288489
"VNM",2007,80229.67166916141364305,46374978.966419204575144
"VUT",2007,111.97315672256835428,62503.559893573777608
"XAD",2007,6.73541505858507155,1993.047735306564194
"XKO",2007,810.67803561799282805,277410.893762216475604
"Z01",2007,219.68537418853080784,97569.434926526088655
"Z06",2007,39.71174394994900558,14275.376238718378356
"Z07",2007,5955.88922718619092211,3437257.7547885489764297
"ZAF",2007,47105.15703608380284169,26681516.2669902628664327
"ZMB",2007,53768.39443020590462959,18560918.393122833696180
"ZNC",2007,25.35553169296875308,7030.95048400017202
"ZWE",2007,9295.69900365454528132,3693575.383441763536917
"AFG",2008,107.52274130641929736,19421.533178541237053
"AGO",2008,103556.85839188966960665,31784460.585438989783072
"AIA",2008,10.31748855364257773,2635.594805314963641
"ALA",2008,1291.947955334656878486,294791.462502056012003
"ALB",2008,5470.259323013980265861,1852558.15877404982611974
"AND",2008,5.24786348720269075,2823.102276772022345
"ARG",2008,592718.756614782465326589,133264861.7426473144769691
"ARM",2008,113.03153313903210156,35755.560332877187963
"ATG",2008,45.69564378295572617,16042.424321720500661
"AUS",2008,205723.692267142966412039,50594239.43176545479352436
"AUT",2008,26909.617545724008352600,13428539.2160982251873102
"AZE",2008,472.31692414898450819,133121.320169328685943
"BDI",2008,1999.44533270992340149,727251.375253721440920
"BEL",2008,7213.544718469393247594,3658523.3961689188400975
"BEN",2008,481.55173986338457434,154162.434536855160748
"BES",2008,0.59092155711154517,48.751184143790726
"BFA",2008,4.75749902189019097,20974.3036614997912325
"BGD",2008,4480.16081560459323326,2406487.702020868164211
"BGR",2008,6448.134766977129641471,2475584.4741427248899540
"BHS",2008,1949.23576147202377374,496978.5035222071530465
"BIH",2008,1551.788318214344879278,654329.089054287982453
"BLM",2008,0.1466102862543403,44.274983524248356
"BLR",2008,35896.529445455943560195,11616362.8448185680665318
"BLZ",2008,8283.71293791668528407,3924536.487461532839683
"BMU",2008,0.19589676768120662,88.51893767656898
"BOL",2008,369893.78274179058516068,153620826.791264660029685
"BRA",2008,2444092.62037510030125588,1241345047.6394698885341365
"BRB",2008,13.71672659023274822,5184.263289727511702
"BRN",2008,1299.87383449551551526,929242.990164533047574
"BTN",2008,775.40216834939676361,440656.1857159279710024
"BWA",2008,26.06325585573893201,5162.291273386240810
"CAF",2008,31859.90491326850839972,13745275.626874818426690
"CAN",2008,1949008.136721165773641814,707090536.49404261497433096
"CHE",2008,2416.675106429398706550,1234320.531406199219570
"CHL",2008,123084.551408252987040049,44237517.3170928799575344
"CHN",2008,738091.894053394402810427,341578096.0828672434992246
"CIV",2008,127583.00663839098778535,56759966.205760828183172
"CMR",2008,35140.90827723007650933,19660730.386794920670327
"COD",2008,404912.23805370505091714,239932531.978987268757939
"COG",2008,17375.02787250354283040,9156535.900935100136895
"COL",2008,231748.07901956625830881,129398741.4819770272023165
"COM",2008,34.95359877595323826,18955.58313677313391
"CPV",2008,0.29629073655273442,0.0
"CRI",2008,21890.96048668953023555,11392305.1191323334590225
"CUB",2008,17083.66458440173129102,6854509.8930765486574278
"CUW",2008,5.4925180681391051,1489.61464594794369
"CYM",2008,32.34618677929361810,11095.583379307006193
"CYP",2008,94.79670437978516175,20344.5000687468321370
"CZE",2008,16873.305426064695733490,7796971.733656190715454
"DEU",2008,61693.490978183887077805,31021040.2888255782231583
"DMA",2008,93.37368369661084403,51088.741583351063608
"DNK",2008,6060.808106283102649591,1841569.176763812660180
"DOM",2008,21612.13359525883312051,9526299.249543537958184
"DZA",2008,7971.157749300107208160,1568409.7462706370812101
"ECU",2008,51939.84543173310917589,32594431.597784304358323
"EGY",2008,81.46682983915690571,42363.573119223602957
"ESP",2008,44287.974162119950213263,17028547.1725682133263490
"EST",2008,18296.634988720734276159,4938091.397583374862965
"ETH",2008,24008.62800586984806634,11043744.2086278330995335
"FIN",2008,200191.999163051198785756,41895876.9256968452113432
"FJI",2008,2387.25711059957165697,1235196.977269656511897
"FRA",2008,86955.399925394982941244,41347558.8151200825941211
"GAB",2008,17367.16598726378407853,10294837.072017574848950
"GBR",2008,12503.932985473378036938,5322013.9683024687236263
"GEO",2008,745.617969513215908140,271625.288515411604829
"GGY",2008,0.50408935039062504,154.77719473888250
"GHA",2008,37826.67255468841066193,17434199.6235954691422685
"GIN",2008,21481.21062405949393309,8467980.531917118624273
"GLP",2008,134.85936135622833494,58475.094481157638376
"GMB",2008,297.21283617773440705,79231.535980148694060
"GNB",2008,3248.51267963005218384,1195738.630653801553201
"GNQ",2008,4821.44523027302261468,3039033.556180411698059
"GRC",2008,21198.266762120284934847,4267992.3989602637299528
"GRD",2008,64.18114656382976382,37783.120425311754588
"GTM",2008,77146.55774639733023721,37052237.7995089721366385
"GUF",2008,5223.39538207912070627,3940807.128934759369975
"GUY",2008,9459.83784549611746954,6298389.076946700261523
"HND",2008,43299.34545581151131875,20508941.035006054900436
"HRV",2008,3890.690569055706815767,1587478.7734835854651492
"HTI",2008,2191.69479805241833758,889921.503847688366003
"HUN",2008,8911.031050297145652691,3401448.686643914800558
"IDN",2008,1396246.29842618323327166,1040636991.3330529916916893
"IND",2008,78640.77739285865444828,42130949.8990089386430588
"IRL",2008,6924.228602798259012481,3334958.1228177157163015
"IRN",2008,374.201338121288924907,93002.1477088107818435
"IRQ",2008,17.80291335387803767,5227.241835256573846
"ISR",2008,65.05592308377386534,18173.286880621796486
"ITA",2008,15149.302496407105578504,4648024.5525068580352659
"JAM",2008,2026.92094824551879022,1113141.1220462217714665
"JEY",2008,4.15206704295138924,1360.20319804080841
"JPN",2008,40838.810029265605634186,17486439.5990214647758923
"KAZ",2008,4548.577746346246589117,982615.4304703589929159
"KEN",2008,19223.97798268839317953,8813138.794077132022658
"KGZ",2008,106.68695432008249172,22705.0105557331081005
"KHM",2008,83510.46442517983881837,50002804.225965754965651
"KNA",2008,22.80816580664930800,11130.067184723594323
"KOR",2008,14022.464842158621713132,4409450.9624185344895663
"LAO",2008,80584.03222633800498431,44418670.240143094071144
"LBN",2008,393.79677018281914999,104846.528016713770998
"LBR",2008,36172.53767217809532752,18926272.901374377148915
"LBY",2008,5.71957711508246524,1188.193282354144583
"LCA",2008,56.11256767193901721,30428.741792471466213
"LIE",2008,8.220267682050780338,4580.062820959135645
"LKA",2008,6499.64210426148009849,2794673.5611293451559044
"LSO",2008,5.78641284762044309,1871.676477043955384
"LTU",2008,15203.279650843625454360,4693188.335088843060908
"LUX",2008,983.528108090982589451,525042.483178570924170
"LVA",2008,29308.397916637087521140,8673999.446631813469591
"MAF",2008,2.92932806488389856,825.484811407106493
"MAR",2008,3409.46599735978345465,944643.1080811821613055
"MDA",2008,135.053631864329435149,40983.8750511081394777
"MDG",2008,123502.19400537668625932,58941754.7326453427300865
"MDV",2008,6.65292515358968192,97.684310091271687
"MEX",2008,184333.94566468264612691,69105607.8389805665255601
"MKD",2008,3960.402561331434834615,1391335.953812278241991
"MLI",2008,105.64487599689290736,38008.191478082994420
"MLT",2008,0.9392073522656250,208.00872064785234
"MMR",2008,119216.56090174640815186,67000571.0610154490588616
"MNE",2008,1429.190371314709749374,653039.027341525683733
"MNG",2008,56001.764359715540601930,8119485.67008992262720637
"MOZ",2008,204779.84994677831148419,69693582.851429760558119
"MSR",2008,6.56391104961805614,3501.470411413142203
"MTQ",2008,278.12291535140298122,140686.783091460717775
"MUS",2008,188.63573474119687410,100605.751352930435390
"MWI",2008,9728.04343265249343557,4006806.031166676143586
"MYS",2008,368259.83638791364659827,249523250.8285302050418774
"MYT",2008,42.79123389549912799,23418.974703460499015
"NAM",2008,33.72920035495768312,7065.691346994825100
"NCL",2008,521.78020264025065305,229113.511941496754754
"NGA",2008,27470.58229318519535542,11774463.398318428123122
"NIC",2008,53793.49153875462817012,28725031.4052427874619275
"NLD",2008,1150.703209829798613053,478748.8759352610475543
"NOR",2008,33815.516683910217919528,8321457.28288235795992783
"NPL",2008,2991.81297331052773012,1752618.8982001258248593
"NZL",2008,61372.307101543220058356,33418476.364020557655627
"OMN",2008,0.0692374569813368,20.61790596217556
"PAK",2008,995.03152047170866799,312934.196653348553917
"PAN",2008,39955.71244479964652398,22312630.708288132234039
"PER",2008,126648.99882241447755195,84179030.7336423508007653
"PHL",2008,38702.77646807086955018,23724553.694748746579384
"PLW",2008,64.54485364530816974,48723.247834069905924
"PNG",2008,71045.28710056231721441,53152009.7884915173611235
"POL",2008,47940.818657414055337550,16925794.8480535058548425
"PRI",2008,1215.50516190981532511,624378.141899408658631
"PRK",2008,18782.048483434691212896,5411612.3176117896524640
"PRT",2008,33614.779509589267486811,11950672.2940867969003915
"PRY",2008,376296.07250598218739524,85881378.1102396868486356
"PSE",2008,2.54626455727105028,963.915115957331317
"REU",2008,15.10035627544379448,7506.159033791015362
"ROU",2008,17535.894726435037645086,8069907.111991549069420
"RUS",2008,3047987.664805592398062992,506956245.00529676118590395
"RWA",2008,1100.55371885931985214,560294.259238227354874
"SDN",2008,55.47708850872070940,16475.190392418004653
"SEN",2008,285.26992019948299321,90325.262135579421803
"SGP",2008,35.45650921459620461,13322.087717200760924
"SLB",2008,8171.17203105556868755,5973751.139596590216100
"SLE",2008,20924.78507319913963339,9968793.356197615388854
"SLV",2008,3324.66179785622271502,1468420.455441455223148
"SMR",2008,0.39037321034939237,89.870959660995403
"SOM",2008,250.20504744421873994,53269.229500469895207
"SRB",2008,3260.221614775187390157,1403491.197790447775484
"SSD",2008,9009.21257953657404799,2516101.529329731473102
"SUR",2008,7510.57718588067330650,5565450.737490146553239
"SVK",2008,13465.189253886707140861,6309194.136758941987558
"SVN",2008,1853.843750556890361920,945283.980177926079943
"SWE",2008,293724.063586128674656361,67200839.1144670446608450
"SWZ",2008,4582.32798178304282148,3118395.018238012587367
"SXM",2008,1.61125397890299482,556.632314102373971
"SYR",2008,834.15774239651205115,181054.069263507853881
"TCA",2008,61.23841442164603978,14836.922271418288941
"TCD",2008,3402.11148471743049465,946946.942458984141097
"TGO",2008,1171.87684886247766927,417736.481039695340621
"THA",2008,80119.75380092702671289,45892046.1183737504154350
"TJK",2008,32.868210734954428316,9585.8354524732689656
"TKM",2008,74.74021833385418376,22054.49395696028536
"TLS",2008,832.80521858500895604,484374.135506624620386
"TTO",2008,1269.89814536695766641,691205.590453966645924
"TUN",2008,718.406462444520329144,175481.2029725347809365
"TUR",2008,28891.373876399041172053,7043477.8941828862877140
"TWN",2008,2311.26756428610228804,1305778.298297905855639
"TZA",2008,164248.22264067858348617,53623452.164162905784314
"UGA",2008,36925.97909246150534032,16194700.675420876571854
"UKR",2008,53015.602414098135100922,19299001.2549164293958826
"URY",2008,23686.82161341359678576,9782928.461465823642436
"USA",2008,2213710.039646730721106370,872489682.9955322552925868
"UZB",2008,43.52042789555555693,12313.491762447068077
"VCT",2008,41.89964469269749141,22913.882710393360865
"VEN",2008,120585.59490963365308142,50645980.3846915562648825
"VGB",2008,7.01528945753363731,2839.85433681005471
"VIR",2008,40.01919435114041315,16973.87292186522552
"VNM",2008,108304.62305329290914982,66523666.9226451625436203
"VUT",2008,194.05837125901205630,110761.145306681411414
"XAD",2008,2.79354728482638883,836.25250033455132
"XKO",2008,1143.046485289077997595,504814.108849469107733
"Z01",2008,267.02504430468642003,128535.2056382778839466
"Z06",2008,59.27043463412326721,17483.203970651723253
"Z07",2008,7044.95273403428589971,4074677.300057703720685
"ZAF",2008,81375.56016135157795801,54729857.325558772890636
"ZMB",2008,66101.69643631035241570,22635573.971335529460029
"ZNC",2008,40.36793268192274121,10445.86775634919679
"ZWE",2008,5427.48952563396723071,1994472.7175514425018547
"ABW",2009,0.37579783816460507,105.367894435034148
"AFG",2009,70.40549692405382495,13778.831053918691465
"AGO",2009,165903.41087283440541487,53731021.325964572137370
"AIA",2009,1.9024675801540801,457.71177096777118
"ALA",2009,675.746188019686721361,153902.6689423900271217
"ALB",2009,1336.925904509687541411,588617.231251808391241
"AND",2009,2.85329960521484387,1249.174091255454840
"ARG",2009,309853.641248657458152949,70116286.5116762200277390
"ARM",2009,202.733517452042144601,61146.696654361315779
